NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
931,E1321100039111,上宿公民館,東京都小平市小川町1-308,,,,35.731614,139.443793,
932,E1321100040111,上宿小学校,東京都小平市小川町1-327,1,,,35.731231,139.441572,
933,E1321100096121,Ｏｌｉｖｅ,東京都小平市小川町1-365-18,,,重症心身障害児、未就学で発達障害、難病又は心身に障害がある児童及びその介助者,35.731325,139.437497,
934,E1321100041111,小平第十二小学校,東京都小平市小川町1-464,1,,,35.729038,139.443147,
935,E1321100042121,やすらぎの園・けやきの郷,東京都小平市小川町1-485,,,,35.72831963,139.4403975,
936,E1321100043121,晴風苑,東京都小平市小川町1-497-9,,,,35.72708276,139.4391945,
937,E1321100045121,曙光園,東京都小平市小川町1-590,,,,35.7253639,139.4448673,
938,E1321100046111,小平第五中学校,東京都小平市小川町1-798,1,,,35.726833,139.451523,
939,E1321100048111,小平第十五小学校,東京都小平市小川町2-1136,1,,,35.726376,139.466844,
940,E1321100049121,小川町二丁目地域センター・小川町二丁目児童館,東京都小平市小川町2-1154,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.72774323,139.467282,
941,E1321100050111,小平第二中学校,東京都小平市小川東町1-17-1,1,,,35.736139,139.464312,
942,E1321100051121,小川東町地域センター,東京都小平市小川東町1805,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.73557577,139.4778524,
943,E1321100052111,小平第六小学校,東京都小平市小川東町3-1-2,1,,,35.734854,139.466286,
944,E1321100054111,小平元気村おがわ東,東京都小平市小川東町4-2-1,1,,,35.740175,139.474,
945,E1321100056121,小川東第二地域センター,東京都小平市小川東町5-9-1,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.732596,139.468557,
946,E1321100057121,上水新町地域センター,東京都小平市上水新町1-14-18,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.72531904,139.4389104,
947,E1321100059111,上水南公民館,東京都小平市上水南町1-27-1,,,,35.7131,139.483709,
948,E1321100060111,上水中学校,東京都小平市上水南町1-7-1,1,,,35.714447,139.481521,
949,E1321100062121,まりも園,東京都小平市上水南町4-7-45,,,,35.70853987,139.4910415,
950,E1321100064121,上水本町地域センター,東京都小平市上水本町3-11-11,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.71745446,139.4703836,
951,E1321100065111,小平第十小学校,東京都小平市上水本町4-4-1,1,,,35.716729,139.473453,
952,E1321100068111,大沼公民館,東京都小平市大沼7-1-17,,,,35.735329,139.497303,
953,E1321100069111,小平第七小学校,東京都小平市大沼町1-22-1,1,,,35.735899,139.495296,
954,E1321100070121,大沼地域センター,東京都小平市大沼町2-17-33,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.741524,139.494482,
955,E1321100071111,小平第六中学校,東京都小平市大沼町6-4-1,1,,,35.733539,139.500704,
956,E1321100073121,中島地域センター,東京都小平市中島町26-9,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.729832,139.434293,
957,E1321100075111,仲町公民館,東京都小平市仲町145,,,,35.730896,139.484916,
958,E1321100076111,小平第二小学校,東京都小平市仲町310,1,,,35.727939,139.49122,
959,E1321100077111,小平第十四小学校,東京都小平市仲町33,1,,,35.733683,139.481134,
960,E1321100078111,小平第一中学校,東京都小平市仲町506,1,,,35.729594,139.485083,
961,E1321100079111,市民総合体育館,東京都小平市津田町1-1-1,1,,,35.722604,139.462595,
962,E1321100080111,津田公民館,東京都小平市津田町3-11-1,,,,35.720744,139.470078,
963,E1321100082121,天神地域センター,東京都小平市天神町4-3-1,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.72815698,139.4966853,
964,E1321100083121,美園地域センター,東京都小平市美園町1-19-2,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.73454516,139.4893455,
965,E1321100084121,多摩済生園,東京都小平市美園町3-12-1,,,,35.74010298,139.4902532,
966,E1321100085111,小平第三中学校,東京都小平市鈴木町1-311,1,,,35.72618,139.501991,
967,E1321100086111,小平第八小学校,東京都小平市鈴木町1-355,1,,,35.720143,139.50182,
968,E1321100087121,鈴木地域センター,東京都小平市鈴木町1-400,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.72084,139.500782,
969,E1321100088111,鈴木小学校,東京都小平市鈴木町1-450,1,,,35.719172,139.497668,
970,E1321100089121,あおぞら福祉センター,東京都小平市鈴木町1-472,,,障害者（主に知的障害者）及びその家族等,35.71996018,139.4974656,
971,E1321100090121,二葉むさしが丘学園,東京都小平市鈴木町1-62-1,,,,35.72748629,139.4922198,
972,E1321100091111,小平第九小学校,東京都小平市鈴木町1-82,1,,,35.724712,139.494224,
973,E1321100097121,プラチナ・ヴィラ小平,東京都小平市鈴木町1-85-1,,,要配慮者及びその介助者,35.725775,139.49365,
974,E1321100092121,小平グリーンてらす,東京都小平市鈴木町1-99-6,,,高齢者及びその介助者,35.72342623,139.493942,
975,E1321100093121,小平健成苑,東京都小平市鈴木町2-230-3,,,,35.72465499,139.504623,
976,E1321100094111,鈴木公民館,東京都小平市鈴木町2-772,,,,35.721946,139.507388,
977,E1320700001111,昭島市立つつじが丘小学校,東京都昭島市つつじが丘2-1-30,1,,,35.716923,139.371213,
978,E1320700002111,昭島市立瑞雲中学校,東京都昭島市つつじが丘2-2-6,1,,,35.71556,139.37083,
979,E1320700003111,昭島市児童センター,東京都昭島市つつじが丘2-3-21,,,,35.714259,139.367093,
980,E1320700041111,アキシマエンシス,東京都昭島市つつじが丘3-3-15,1,,,35.711718,139.368637,
981,E1320700004111,昭島市民会館・公民館,東京都昭島市つつじが丘3-7-7,,,,35.713433,139.366185,
982,E1320700005111,昭島市立清泉中学校,東京都昭島市宮沢町1-9-1,1,,,35.706827,139.365176,
983,E1320700006111,昭島市立共成小学校,東京都昭島市郷地町2-6-1,1,,,35.697235,139.382967,
984,E1320700007111,昭島市立玉川会館,東京都昭島市玉川町3-10-15,,,,35.703701,139.382079,
985,E1320700008111,昭島市勤労商工市民センター,東京都昭島市昭和町3-10-2,,,,35.707006,139.367141,
986,E1320700009111,昭島市立光華小学校,東京都昭島市昭和町4-5-13,1,,,35.710274,139.364125,
987,E1320700010111,昭島市立保健福祉センター,東京都昭島市昭和町4-7-1,,,,35.710815,139.364055,
988,E1320700011111,昭島市立松原町高齢者福祉センター,東京都昭島市松原町1-13-3,,,,35.714634,139.354492,
989,E1320700012111,昭島市立昭和会館,東京都昭島市松原町1-2-25,,,,35.712898,139.357639,
990,E1320700013111,昭島市立松原町コミュニティーセンター,東京都昭島市松原町1-3-10,,,,35.712093,139.357025,
991,E1320700014111,昭島市立拝島第三小学校,東京都昭島市松原町3-12-15,1,,,35.716762,139.343885,
992,E1320700059111,昭島市立拝島第二小学校,東京都昭島市代官山1-6-7,1,,,35.720261,139.35545,
993,E1320700015111,昭島市立大神会館,東京都昭島市大神町3-10-5,,,,35.700736,139.360782,
994,E1320700016111,昭島市立成隣小学校,東京都昭島市大神町4-4-1,1,,,35.69886,139.361148,
995,E1320700017111,昭島市立武蔵野会館,東京都昭島市中神町1172-1,,,,35.711165,139.375728,
996,E1320700018111,昭島市立富士見会館,東京都昭島市中神町1282,,,,35.71231,139.382708,
997,E1320700019111,昭島市立朝日町高齢者福祉センター,東京都昭島市朝日町4-5-9,,,,35.706111,139.37079,
998,E1320700020111,昭島市立朝日会館,東京都昭島市朝日町5-6-20,,,,35.705055,139.372835,
999,E1320700021111,昭島市立中神小学校,東京都昭島市朝日町5-8-5,1,,,35.706077,139.372238,
1000,E1320700022111,昭島市立田中小学校,東京都昭島市田中町3-4-1,1,,,35.700405,139.353414,
1001,E1320700023111,昭島市立東小学校,東京都昭島市東町2-2-18,1,,,35.704035,139.389685,
1002,E1320700024111,昭島市立昭和中学校,東京都昭島市東町2-6-22,1,,,35.705032,139.386532,
1003,E1320700025111,昭島市立拝島第一小学校,東京都昭島市拝島町1-14-14,1,,,35.706469,139.344384,
1004,E1320700026111,昭島市立拝島会館,東京都昭島市拝島町2-4-13,,,,35.707266,139.342002,
1005,E1320700027111,昭島市立やまのかみ会館,東京都昭島市拝島町3-10-3,,,,35.710939,139.335488,
1006,E1320700028111,昭島市立拝島町高齢者福祉センター,東京都昭島市拝島町3-10-4,,,,35.710497,139.335107,
1007,E1320700030111,昭島市立多摩辺中学校,東京都昭島市拝島町4-6-30,1,,,35.702769,139.346006,
1008,E1320700031111,旧昭島市立拝島第四小学校,東京都昭島市拝島町5-6-30,1,,,35.706142,139.338516,
1009,E1320700032111,昭島市立堀向会館,東京都昭島市美堀町2-6-11,,,,35.723173,139.363729,
1010,E1320700057111,環境コミュニケーションセンター,東京都昭島市美堀町3-8-1,,,,35.723354,139.355255,
1011,E1320700033111,昭島市立武蔵野小学校,東京都昭島市武蔵野2-3-1,1,,,35.719684,139.379717,
1012,E1320700034111,昭島市立福島会館,東京都昭島市福島町1-19-1,,,,35.696739,139.381073,
1013,E1320700035111,昭島市立玉川小学校,東京都昭島市福島町2-8-1,1,,,35.70114,139.378712,
1014,E1320700036111,昭島市立福島中学校,東京都昭島市福島町3-20-1,1,,,35.69546,139.377061,
1015,E1320700037111,昭島市立富士見丘小学校,東京都昭島市福島町890,1,,,35.708264,139.382731,
1016,E1320700038111,昭島市立拝島中学校,東京都昭島市緑町2-2-12,1,,,35.71249,139.350047,
1017,E1320700039111,昭島市立緑会館,東京都昭島市緑町4-13-26,,,,35.714209,139.344593,
1018,E1310400002121,榎町子ども家庭支援センター,東京都新宿区榎町36,,,高齢者,35.70454978,139.7277128,
1019,E1310400004121,リアンレーヴ高田馬場,東京都新宿区下落合1-6-9,,,高齢者,35.71600962,139.69984,
1020,E1310400005121,ヘルスケアタウン下落合,東京都新宿区下落合1-9-10,,,高齢者,35.71595825,139.6987166,
1021,E1310400006111,東京富士大学（二上講堂）,東京都新宿区下落合1-9-7,,,,35.71603755,139.6991523,
1022,E1310400007121,アライブ目白,東京都新宿区下落合2-19-27,,,高齢者,35.71895722,139.7033325,
1023,E1310400008111,落合中学校,東京都新宿区下落合2-24-6,,,,35.7185815,139.7001962,
1024,E1310400009111,落合第四小学校,東京都新宿区下落合2-9-34,,,,35.71829538,139.7002806,
1025,E1310400010121,下落合地域交流館,東京都新宿区下落合3-12-33,,,高齢者,35.72124563,139.6995179,
1026,E1310400011111,落合第一地域センター,東京都新宿区下落合4-6-7,,,,35.7186998,139.6950033,
1027,E1310400013111,牛込第二中学校,東京都新宿区喜久井町20,,,,35.70449174,139.7230747,
1028,E1310400014121,デンマークイン新宿,東京都新宿区原町2-43,,,高齢者,35.69903194,139.7238553,
1029,E1310400015121,原町ホーム,東京都新宿区原町3-8,,,高齢者,35.69923034,139.7221453,
1030,E1310400016111,成城学校,東京都新宿区原町3-87,,,,35.69833631,139.722868,
1031,E1310400017121,新宿福祉作業所,東京都新宿区戸山1-22-2,,,障害者,35.70375774,139.7174193,
1032,E1310400017122,障害者福祉センター,東京都新宿区戸山1-22-2,,,障害者,35.70372942,139.717481,
1033,E1310400018111,早稲田大学戸山キャンパス,東京都新宿区戸山1-24,,,,35.705379,139.7179201,
1034,E1310400019121,戸山シニア活動館,東京都新宿区戸山2-27-2,,,高齢者,35.704543,139.7108961,
1035,E1310400020111,東戸山小学校,東京都新宿区戸山2-34-2,,,,35.7022565,139.7112528,
1036,E1310400021121,戸山いつきの杜,東京都新宿区戸山2-4-101,,,高齢者,35.70405706,139.7147762,
1037,E1310400022111,都立戸山高等学校,東京都新宿区戸山3-19-1,,,,35.70669582,139.7103277,
1038,E1310400023111,学習院女子大学・学習院女子中・高等科,東京都新宿区戸山3-20-1,,,,35.70715458,139.7140202,
1039,E1310400024111,西早稲田中学校,東京都新宿区戸山3-20-2,,,,35.70802234,139.710085,
1040,E1310400026111,戸塚第二小学校,東京都新宿区高田馬場1-25-21,,,,35.7126059,139.7058991,
1041,E1310400027122,高田馬場第二児童館,東京都新宿区高田馬場1-4-17,,,高齢者,35.71101014,139.709179,
1042,E1310400027121,高田馬場地域交流館,東京都新宿区高田馬場1-4-17,,,高齢者,35.71095134,139.7091629,
1043,E1310400028111,戸塚第三小学校,東京都新宿区高田馬場3-18-21,,,,35.714877,139.6975944,
1044,E1310400028121,高田馬場第一児童館,東京都新宿区高田馬場3-18-21,,,高齢者,35.7142248,139.6977946,
1045,E1310400029121,高田馬場シニア活動館,東京都新宿区高田馬場3-39-29,,,高齢者,35.71214171,139.6959687,
1046,E1310400030121,高田馬場福祉作業所,東京都新宿区高田馬場4-10-2,,,障害者,35.71266608,139.7030403,
1047,E1310400031111,新宿ＮＰＯ協働推進センター,東京都新宿区高田馬場4-36-12,,,,35.70954223,139.6965185,
1048,E1310400032121,山吹町地域交流館,東京都新宿区山吹町342,,,高齢者,35.70792127,139.7296743,
1049,E1310400033111,都立新宿山吹高等学校,東京都新宿区山吹町81,,,,35.70679287,139.7281953,
1050,E1310400034111,四谷中学校,東京都新宿区四谷1-12,,,,35.6841171,139.728653,
1051,E1310400035111,四谷小学校,東京都新宿区四谷2-6,,,,35.68671405,139.7247064,
1052,E1310400036111,四谷ひろば,東京都新宿区四谷4-20,,,,35.68975593,139.7183588,
1053,E1310400037122,本塩町児童館,東京都新宿区四谷本塩町4-9,,,高齢者,35.6885163,139.7293354,
1054,E1310400037121,本塩町地域交流館,東京都新宿区四谷本塩町4-9,,,高齢者,35.68854857,139.7293579,
1055,E1310400038111,牛込第三中学校,東京都新宿区市谷加賀町1-3-1,,,,35.69771917,139.7315298,
1056,E1310400039111,市谷小学校,東京都新宿区市谷山伏町1-3,,,,35.6997673,139.7287222,
1057,E1310400040111,牛込仲之小学校,東京都新宿区市谷仲之町4-33,,,,35.69583032,139.7236123,
1058,E1310400124121,新宿和光園,東京都新宿区市谷薬王寺町19-38,,,高齢者,35.696774,139.723367,
1059,E1310400041121,薬王寺地域ささえあい館,東京都新宿区市谷薬王寺町51,,,高齢者,35.69619504,139.7247234,
1060,E1310400041122,薬王寺児童館,東京都新宿区市谷薬王寺町51,,,高齢者,35.69613623,139.7246939,
1061,E1310400042111,若松地域センター,東京都新宿区若松町12-6,,,,35.6989715,139.7165145,
1062,E1310400043111,余丁町小学校,東京都新宿区若松町13-1,,,,35.69921566,139.7157761,
1063,E1310400045121,もみの樹園,東京都新宿区上落合1-17-8,,,高齢者,35.7160662,139.6941115,
